IoT,Fecha,Hora,Temperatura,Humedad,Presion_Atmosferica,Intensidad_Luz,Viento,UV
E7_MIX_10,10/12/2023,00:45:00,25.03,70.15,900.15,2009,0.0,NaN
E7_MIX_10,10/12/2023,00:50:00,25.06,69.9,900.08,2039,0.0,NaN
E7_MIX_10,10/12/2023,00:55:00,25.06,69.91,899.85,1974,0.0,NaN
E7_MIX_10,10/12/2023,01:00:00,25.02,69.94,899.96,2009,0.0,NaN
E7_MIX_10,10/12/2023,01:05:00,25.01,70.19,900.05,2002,0.0,NaN
E7_MIX_10,10/12/2023,01:10:00,25.07,70.19,899.92,2016,0.0,NaN
E7_MIX_10,10/12/2023,01:15:00,25.02,69.99,899.85,1953,0.0,NaN
E7_MIX_10,10/12/2023,01:20:00,25.04,70.09,900.11,2050,0.0,NaN
E7_MIX_10,10/12/2023,01:25:00,25.09,69.85,900.08,2033,0.0,NaN
E7_MIX_10,10/12/2023,01:30:00,25.03,69.99,899.92,2012,0.0,NaN
E7_MIX_10,10/12/2023,01:35:00,25.09,69.81,900.07,2017,0.0,NaN
E7_MIX_10,10/12/2023,01:40:00,25.04,69.86,899.95,1987,0.0,NaN
E7_MIX_10,10/12/2023,01:45:00,25.09,69.9,899.82,2018,0.0,NaN
E7_MIX_10,10/12/2023,01:50:00,25.09,69.81,899.85,2040,0.0,NaN
E7_MIX_10,10/12/2023,01:55:00,25.03,70.05,900.17,1966,0.0,NaN
E7_MIX_10,10/12/2023,02:00:00,25.08,69.81,899.95,1976,0.0,NaN
E7_MIX_10,10/12/2023,02:05:00,25.0,70.13,900.07,1965,0.0,NaN
E7_MIX_10,10/12/2023,02:10:00,25.09,69.88,900.01,1950,0.0,NaN
E7_MIX_10,10/12/2023,02:15:00,25.07,69.84,900.05,2021,0.0,NaN
E7_MIX_10,10/12/2023,02:20:00,25.05,70.1,900.09,2032,0.0,NaN
E7_MIX_10,10/12/2023,02:25:00,25.07,69.98,900.08,1959,0.0,NaN
E7_MIX_10,10/12/2023,02:30:00,25.01,69.83,899.95,1952,0.0,NaN
E7_MIX_10,10/12/2023,02:35:00,25.08,70.14,900.1,2011,0.0,NaN
E7_MIX_10,10/12/2023,02:40:00,25.08,70.13,899.89,2000,0.0,NaN
E7_MIX_10,10/12/2023,02:45:00,25.02,70.09,900.0,1969,0.0,NaN
E7_MIX_10,10/12/2023,02:50:00,25.06,70.2,899.99,1984,0.0,NaN
E7_MIX_10,10/12/2023,02:55:00,25.01,70.18,899.81,2013,0.0,NaN
E7_MIX_10,10/12/2023,03:00:00,25.05,70.02,900.07,2031,0.0,NaN
E7_MIX_10,10/12/2023,03:05:00,25.01,69.85,899.83,2039,0.0,NaN
E7_MIX_10,10/12/2023,03:10:00,25.09,70.18,900.03,2049,0.0,NaN
E7_MIX_10,10/12/2023,03:15:00,25.06,69.86,900.16,1973,0.0,NaN
E7_MIX_10,10/12/2023,03:20:00,25.02,70.15,900.17,2000,0.0,NaN
E7_MIX_10,10/12/2023,03:25:00,25.03,70.01,900.19,2031,0.0,NaN
E7_MIX_10,10/12/2023,03:30:00,25.08,69.98,899.99,1956,0.0,NaN
E7_MIX_10,10/12/2023,03:35:00,25.01,70.0,899.87,2029,0.0,NaN
E7_MIX_10,10/12/2023,03:40:00,25.0,69.92,900.07,2028,0.0,NaN
E7_MIX_10,10/12/2023,03:45:00,25.03,69.9,900.01,2013,0.0,NaN
E7_MIX_10,10/12/2023,03:50:00,25.09,70.0,899.98,2007,0.0,NaN
E7_MIX_10,10/12/2023,03:55:00,25.08,70.1,900.19,1976,0.0,NaN
E7_MIX_10,10/12/2023,04:00:00,25.1,70.12,900.16,2050,0.0,NaN
E7_MIX_10,10/12/2023,04:05:00,25.05,69.84,900.02,2037,0.0,NaN
E7_MIX_10,10/12/2023,04:10:00,25.03,70.06,900.07,2023,0.0,NaN
E7_MIX_10,10/12/2023,04:15:00,25.03,70.01,899.98,1965,0.0,NaN
E7_MIX_10,10/12/2023,04:20:00,25.03,69.88,900.06,2036,0.0,NaN
E7_MIX_10,10/12/2023,04:25:00,25.09,70.01,900.06,1953,0.0,NaN
E7_MIX_10,10/12/2023,04:30:00,25.09,69.83,900.09,2032,0.0,NaN
E7_MIX_10,10/12/2023,04:35:00,25.06,69.87,899.97,1951,0.0,NaN
E7_MIX_10,10/12/2023,04:40:00,25.1,70.17,899.98,2033,0.0,NaN
E7_MIX_10,10/12/2023,04:45:00,25.0,69.86,900.07,2014,0.0,NaN
E7_MIX_10,10/12/2023,04:50:00,25.03,69.97,900.13,2029,0.0,NaN
E7_MIX_10,10/12/2023,04:55:00,25.09,69.95,900.14,1988,0.0,NaN
E7_MIX_10,10/12/2023,05:00:00,25.07,69.83,900.19,1965,0.0,NaN
E7_MIX_10,10/12/2023,05:05:00,25.0,70.17,900.17,2011,0.0,NaN
E7_MIX_10,10/12/2023,05:10:00,25.09,70.04,900.0,2018,0.0,NaN
E7_MIX_10,10/12/2023,05:15:00,25.04,70.0,900.11,1993,0.0,NaN
E7_MIX_10,10/12/2023,05:20:00,25.07,70.03,899.83,1997,0.0,NaN
E7_MIX_10,10/12/2023,05:25:00,25.04,70.03,900.19,2013,0.0,NaN
E7_MIX_10,10/12/2023,05:30:00,25.08,69.83,899.84,1982,0.0,NaN
E7_MIX_10,10/12/2023,05:35:00,25.07,70.08,900.18,2047,0.0,NaN
E7_MIX_10,10/12/2023,05:40:00,25.03,69.95,899.88,2022,0.0,NaN
E7_MIX_10,10/12/2023,05:45:00,25.01,70.01,900.01,1988,0.0,NaN
E7_MIX_10,10/12/2023,05:50:00,25.06,70.14,900.09,1968,0.0,NaN
E7_MIX_10,10/12/2023,05:55:00,25.0,70.15,900.06,2027,0.0,NaN
E7_MIX_10,10/12/2023,06:00:00,25.09,69.83,899.84,2050,0.0,NaN
E7_MIX_10,10/12/2023,06:05:00,25.08,70.14,900.09,2049,0.0,NaN
E7_MIX_10,10/12/2023,06:10:00,25.05,70.11,900.12,1993,0.0,NaN
E7_MIX_10,10/12/2023,06:15:00,25.04,69.92,900.17,2008,0.0,NaN
E7_MIX_10,10/12/2023,06:20:00,25.03,69.92,899.81,1969,0.0,NaN
E7_MIX_10,10/12/2023,06:25:00,25.03,69.86,899.95,2039,0.0,NaN
E7_MIX_10,10/12/2023,06:30:00,25.08,69.98,900.1,1950,0.0,NaN
E7_MIX_10,10/12/2023,06:35:00,25.02,69.84,900.02,2027,0.0,NaN
E7_MIX_10,10/12/2023,06:40:00,25.02,69.9,900.14,2023,0.0,NaN
E7_MIX_10,10/12/2023,06:45:00,25.06,70.03,899.89,2026,0.0,NaN
E7_MIX_10,10/12/2023,06:50:00,25.04,70.07,899.95,1979,0.0,NaN
E7_MIX_10,10/12/2023,06:55:00,25.06,69.91,899.82,2021,0.0,NaN
E7_MIX_10,10/12/2023,07:00:00,24.98,69.88,900.07,1977,0.0,NaN
E7_MIX_10,10/12/2023,07:05:00,24.94,70.12,899.97,1968,0.0,NaN
E7_MIX_10,10/12/2023,07:10:00,24.94,70.0,899.93,1951,0.0,NaN
E7_MIX_10,10/12/2023,07:15:00,24.9,69.9,899.95,2015,0.0,NaN
E7_MIX_10,10/12/2023,07:20:00,24.98,69.92,899.99,2010,0.0,NaN
E7_MIX_10,10/12/2023,07:25:00,24.93,70.12,900.15,2007,0.0,NaN
E7_MIX_10,10/12/2023,07:30:00,24.94,70.17,899.9,1978,0.0,NaN
E7_MIX_10,10/12/2023,07:35:00,24.96,69.97,900.04,1984,0.0,NaN
E7_MIX_10,10/12/2023,07:40:00,24.96,69.82,899.81,1985,0.0,NaN
E7_MIX_10,10/12/2023,07:45:00,24.98,70.08,900.15,2035,0.0,NaN
E7_MIX_10,10/12/2023,07:50:00,24.99,69.84,900.05,1985,0.0,NaN
E7_MIX_10,10/12/2023,07:55:00,24.9,69.82,900.03,2043,0.0,NaN
E7_MIX_10,10/12/2023,08:00:00,24.9,70.01,899.89,1971,0.0,NaN
E7_MIX_10,10/12/2023,08:05:00,24.94,70.15,899.98,1972,0.0,NaN
E7_MIX_10,10/12/2023,08:10:00,24.91,70.1,899.98,2004,0.0,NaN
E7_MIX_10,10/12/2023,08:15:00,24.95,69.89,900.15,1990,0.0,NaN
E7_MIX_10,10/12/2023,08:20:00,24.92,69.84,899.85,1978,0.0,NaN
E7_MIX_10,10/12/2023,08:25:00,24.94,69.89,900.15,2013,0.0,NaN
E7_MIX_10,10/12/2023,08:30:00,25.0,69.92,899.9,2035,0.0,NaN
E7_MIX_10,10/12/2023,08:35:00,24.98,69.86,899.82,1966,0.0,NaN
E7_MIX_10,10/12/2023,08:40:00,24.91,69.8,899.86,1964,0.0,NaN
E7_MIX_10,10/12/2023,08:45:00,24.96,69.9,900.15,2047,0.0,NaN
E7_MIX_10,10/12/2023,08:50:00,24.93,70.11,900.17,1957,0.0,NaN
E7_MIX_10,10/12/2023,08:55:00,24.96,69.99,899.95,1989,0.0,NaN
E7_MIX_10,10/12/2023,09:00:00,24.99,70.0,899.82,1952,0.0,NaN
E7_MIX_10,10/12/2023,09:05:00,24.95,70.08,899.87,1960,0.0,NaN
E7_MIX_10,10/12/2023,09:10:00,24.97,70.06,900.07,2038,0.0,NaN
E7_MIX_10,10/12/2023,09:15:00,24.91,69.9,900.19,1973,0.0,NaN
E7_MIX_10,10/12/2023,09:20:00,24.98,69.99,899.81,1964,0.0,NaN
E7_MIX_10,10/12/2023,09:25:00,24.97,70.07,899.89,1976,0.0,NaN
E7_MIX_10,10/12/2023,09:30:00,25.0,69.91,900.13,2031,0.0,NaN
E7_MIX_10,10/12/2023,09:35:00,24.99,69.96,899.84,1999,0.0,NaN
E7_MIX_10,10/12/2023,09:40:00,24.92,70.08,899.92,2024,0.0,NaN
E7_MIX_10,10/12/2023,09:45:00,24.92,69.9,899.95,1960,0.0,NaN
E7_MIX_10,10/12/2023,09:50:00,24.93,70.12,900.05,1955,0.0,NaN
E7_MIX_10,10/12/2023,09:55:00,25.0,70.0,900.08,1999,0.0,NaN
E7_MIX_10,10/12/2023,10:00:00,24.99,70.0,899.95,1987,0.0,NaN
E7_MIX_10,10/12/2023,10:05:00,25.0,70.05,899.98,2012,0.0,NaN
E7_MIX_10,10/12/2023,10:10:00,24.98,70.07,899.84,2025,0.0,NaN
E7_MIX_10,10/12/2023,10:15:00,23.95,70.18,899.83,2016,0.0,NaN
E7_MIX_10,10/12/2023,10:20:00,24.96,70.01,900.16,1999,0.0,NaN
E7_MIX_10,10/12/2023,10:25:00,24.95,70.07,900.04,2047,0.0,NaN
E7_MIX_10,10/12/2023,10:30:00,24.94,69.92,899.86,2026,0.0,NaN
E7_MIX_10,10/12/2023,10:35:00,24.96,70.06,899.89,2031,0.0,NaN
E7_MIX_10,10/12/2023,10:40:00,24.91,69.86,900.03,1989,0.0,NaN
E7_MIX_10,10/12/2023,10:45:00,24.31,70.12,900.09,1987,0.0,NaN
E7_MIX_10,10/12/2023,10:50:00,24.96,70.05,900.12,1986,0.0,NaN
E7_MIX_10,10/12/2023,10:55:00,24.98,69.88,899.87,2012,0.0,NaN
E7_MIX_10,10/12/2023,11:00:00,24.99,69.9,900.14,1994,0.0,NaN
E7_MIX_10,10/12/2023,11:05:00,24.98,70.02,900.08,2037,0.0,NaN
E7_MIX_10,10/12/2023,11:10:00,24.95,69.84,899.89,1962,0.0,NaN
E7_MIX_10,10/12/2023,11:15:00,24.95,69.94,899.81,2014,0.0,NaN
E7_MIX_10,10/12/2023,11:20:00,24.96,69.81,900.02,2033,0.0,NaN
E7_MIX_10,10/12/2023,11:25:00,24.99,70.15,900.03,2042,0.0,NaN
E7_MIX_10,10/12/2023,11:30:00,24.07,70.02,899.8,2033,0.0,NaN
E7_MIX_10,10/12/2023,11:35:00,24.99,70.05,900.03,2025,0.0,NaN
E7_MIX_10,10/12/2023,11:40:00,24.95,69.91,899.92,2013,0.0,NaN
E7_MIX_10,10/12/2023,11:45:00,24.99,69.83,899.89,1950,0.0,NaN
E7_MIX_10,10/12/2023,11:50:00,23.88,70.19,899.94,2039,0.0,NaN
E7_MIX_10,10/12/2023,11:55:00,24.93,69.97,899.89,1955,0.0,NaN
E7_MIX_10,10/12/2023,12:00:00,24.92,70.16,900.1,1991,0.0,NaN
E7_MIX_10,10/12/2023,12:05:00,24.98,69.82,899.99,2033,0.0,NaN
E7_MIX_10,10/12/2023,12:10:00,25.05,69.97,899.95,2041,0.0,NaN
E7_MIX_10,10/12/2023,12:15:00,24.92,69.87,899.88,1951,0.0,NaN
E7_MIX_10,10/12/2023,12:20:00,25.06,69.86,900.15,1998,0.0,NaN
E7_MIX_10,10/12/2023,12:25:00,25.07,69.92,899.95,2003,0.0,NaN
E7_MIX_10,10/12/2023,12:30:00,24.99,70.01,899.87,1996,0.0,NaN
E7_MIX_10,10/12/2023,12:35:00,25.1,70.06,899.92,1959,0.0,NaN
E7_MIX_10,10/12/2023,12:40:00,25.03,70.02,899.93,1963,0.0,NaN
E7_MIX_10,10/12/2023,12:45:00,24.95,69.97,899.99,2009,0.0,NaN
E7_MIX_10,10/12/2023,12:50:00,25.05,70.06,900.04,1985,0.0,NaN
E7_MIX_10,10/12/2023,12:55:00,25.07,69.93,899.8,1971,0.0,NaN
E7_MIX_10,10/12/2023,13:00:00,25.04,70.03,899.99,2018,0.0,NaN
E7_MIX_10,10/12/2023,13:05:00,24.99,70.08,899.98,1988,0.0,NaN
E7_MIX_10,10/12/2023,13:10:00,24.93,70.12,899.99,2045,0.0,NaN
E7_MIX_10,10/12/2023,13:15:00,24.99,70.07,900.11,2045,0.0,NaN
E7_MIX_10,10/12/2023,13:20:00,24.99,70.07,900.12,2016,0.0,NaN
E7_MIX_10,10/12/2023,13:25:00,25.07,70.05,899.96,1964,0.0,NaN
E7_MIX_10,10/12/2023,13:30:00,24.94,69.93,899.95,1993,0.0,NaN
E7_MIX_10,10/12/2023,13:35:00,25.1,70.02,899.94,1990,0.0,NaN
E7_MIX_10,10/12/2023,13:40:00,24.4,70.19,899.87,2003,0.0,NaN
E7_MIX_10,10/12/2023,13:45:00,24.91,70.2,899.84,2046,0.0,NaN
E7_MIX_10,10/12/2023,13:50:00,25.05,69.8,900.11,2013,0.0,NaN
E7_MIX_10,10/12/2023,13:55:00,23.93,70.05,899.82,2038,0.0,NaN
E7_MIX_10,10/12/2023,14:00:00,23.96,69.9,900.16,1990,0.0,NaN
E7_MIX_10,10/12/2023,14:05:00,25.05,69.82,900.2,2037,0.0,NaN
E7_MIX_10,10/12/2023,14:10:00,24.94,70.02,900.04,1952,0.0,NaN
E7_MIX_10,10/12/2023,14:15:00,25.08,69.86,900.11,2039,0.0,NaN
E7_MIX_10,10/12/2023,14:20:00,24.99,70.17,900.19,2016,0.0,NaN
E7_MIX_10,10/12/2023,14:25:00,24.95,69.96,899.92,1959,0.0,NaN
E7_MIX_10,10/12/2023,14:30:00,24.28,69.92,899.85,2020,0.0,NaN
E7_MIX_10,10/12/2023,14:35:00,24.91,69.83,900.11,1959,0.0,NaN
E7_MIX_10,10/12/2023,14:40:00,25.06,70.07,899.81,1958,0.0,NaN
E7_MIX_10,10/12/2023,14:45:00,25.08,70.03,900.08,2009,0.0,NaN
E7_MIX_10,10/12/2023,14:50:00,25.04,69.96,899.91,1973,0.0,NaN
E7_MIX_10,10/12/2023,14:55:00,25.01,70.07,899.84,2045,0.0,NaN
E7_MIX_10,10/12/2023,15:00:00,25.06,70.0,900.18,2026,0.0,NaN
E7_MIX_10,10/12/2023,15:05:00,24.95,70.0,899.88,1950,0.0,NaN
E7_MIX_10,10/12/2023,15:10:00,25.07,70.19,900.02,1957,0.0,NaN
E7_MIX_10,10/12/2023,15:15:00,25.05,69.96,899.84,2028,0.0,NaN
E7_MIX_10,10/12/2023,15:20:00,24.99,70.18,899.88,1995,0.0,NaN
E7_MIX_10,10/12/2023,15:25:00,24.97,70.04,900.14,2003,0.0,NaN
E7_MIX_10,10/12/2023,15:30:00,25.07,69.93,900.15,2002,0.0,NaN
E7_MIX_10,10/12/2023,15:35:00,25.07,70.14,900.05,2026,0.0,NaN
E7_MIX_10,10/12/2023,15:40:00,24.98,70.18,899.81,1958,0.0,NaN
E7_MIX_10,10/12/2023,15:45:00,23.66,70.17,899.89,1981,0.0,NaN
E7_MIX_10,10/12/2023,15:50:00,24.94,70.12,900.11,2013,0.0,NaN
E7_MIX_10,10/12/2023,15:55:00,25.05,69.96,900.15,1999,0.0,NaN
E7_MIX_10,10/12/2023,16:00:00,24.98,69.99,899.91,1992,0.0,NaN
E7_MIX_10,10/12/2023,16:05:00,25.02,69.8,900.12,2046,0.0,NaN
E7_MIX_10,10/12/2023,16:10:00,24.91,70.06,899.83,1956,0.0,NaN
E7_MIX_10,10/12/2023,16:15:00,24.96,70.0,900.18,1983,0.0,NaN
E7_MIX_10,10/12/2023,16:20:00,24.92,69.86,900.03,2009,0.0,NaN
E7_MIX_10,10/12/2023,16:25:00,25.03,69.81,900.03,2028,0.0,NaN
E7_MIX_10,10/12/2023,16:30:00,25.05,69.81,900.07,2035,0.0,NaN
E7_MIX_10,10/12/2023,16:35:00,24.95,70.03,899.84,1987,0.0,NaN
E7_MIX_10,10/12/2023,16:40:00,25.04,69.9,899.88,1956,0.0,NaN
E7_MIX_10,10/12/2023,16:45:00,25.0,70.15,899.95,1964,0.0,NaN
E7_MIX_10,10/12/2023,16:50:00,25.09,69.82,900.18,2024,0.0,NaN
E7_MIX_10,10/12/2023,16:55:00,24.98,69.98,899.96,2021,0.0,NaN
E7_MIX_10,10/12/2023,17:00:00,25.0,69.88,899.83,2002,0.0,NaN
E7_MIX_10,10/12/2023,17:05:00,23.7,70.16,899.82,2011,0.0,NaN
E7_MIX_10,10/12/2023,17:10:00,24.93,69.82,900.03,1962,0.0,NaN
E7_MIX_10,10/12/2023,17:15:00,25.03,69.93,900.06,2049,0.0,NaN
E7_MIX_10,10/12/2023,17:20:00,25.02,69.93,899.95,1975,0.0,NaN
E7_MIX_10,10/12/2023,17:25:00,23.58,70.07,900.05,1983,0.0,NaN
E7_MIX_10,10/12/2023,17:30:00,25.09,69.83,899.9,1994,0.0,NaN
E7_MIX_10,10/12/2023,17:35:00,25.08,69.88,899.9,1983,0.0,NaN
E7_MIX_10,10/12/2023,17:40:00,24.9,69.8,899.86,2003,0.0,NaN
E7_MIX_10,10/12/2023,17:45:00,25.1,69.94,899.81,1982,0.0,NaN
E7_MIX_10,10/12/2023,17:50:00,25.02,70.17,899.86,2041,0.0,NaN
E7_MIX_10,10/12/2023,17:55:00,24.9,69.92,899.86,2029,0.0,NaN
E7_MIX_10,10/12/2023,18:00:00,23.76,69.85,899.89,1993,0.0,NaN
E7_MIX_10,10/12/2023,18:05:00,24.95,70.13,899.85,2031,0.0,NaN
E7_MIX_10,10/12/2023,18:10:00,24.95,70.01,899.85,2026,0.0,NaN
E7_MIX_10,10/12/2023,18:15:00,24.9,70.07,900.1,1954,0.0,NaN
E7_MIX_10,10/12/2023,18:20:00,24.92,70.14,900.13,1953,0.0,NaN
E7_MIX_10,10/12/2023,18:25:00,24.96,69.9,899.85,2018,0.0,NaN
E7_MIX_10,10/12/2023,18:30:00,23.71,70.02,900.19,1959,0.0,NaN
E7_MIX_10,10/12/2023,18:35:00,23.54,70.06,899.88,1979,0.0,NaN
E7_MIX_10,10/12/2023,18:40:00,25.03,69.82,899.83,2030,0.0,NaN
E7_MIX_10,10/12/2023,18:45:00,24.97,70.08,900.06,2028,0.0,NaN
E7_MIX_10,10/12/2023,18:50:00,25.1,70.02,899.97,2018,0.0,NaN
E7_MIX_10,10/12/2023,18:55:00,25.04,69.94,899.82,1970,0.0,NaN
E7_MIX_10,10/12/2023,19:00:00,25.1,69.95,899.84,2041,0.0,NaN
E7_MIX_10,10/12/2023,19:05:00,25.1,69.91,899.84,2030,0.0,NaN
E7_MIX_10,10/12/2023,19:10:00,25.04,70.16,900.19,1971,0.0,NaN
E7_MIX_10,10/12/2023,19:15:00,25.04,70.15,900.13,2007,0.0,NaN
E7_MIX_10,10/12/2023,19:20:00,25.07,69.97,899.82,1967,0.0,NaN
E7_MIX_10,10/12/2023,19:25:00,25.1,69.87,900.12,2029,0.0,NaN
E7_MIX_10,10/12/2023,19:30:00,24.96,70.2,900.09,2011,0.0,NaN
E7_MIX_10,10/12/2023,19:35:00,24.98,69.99,900.03,2007,0.0,NaN
E7_MIX_10,10/12/2023,19:40:00,24.98,70.06,900.2,1987,0.0,NaN
E7_MIX_10,10/12/2023,19:45:00,24.91,70.11,899.99,2025,0.0,NaN
E7_MIX_10,10/12/2023,19:50:00,24.97,70.0,900.12,2046,0.0,NaN
E7_MIX_10,10/12/2023,19:55:00,24.97,69.85,900.18,2013,0.0,NaN
E7_MIX_10,10/12/2023,20:00:00,25.02,70.07,900.05,1968,0.0,NaN
E7_MIX_10,10/12/2023,20:05:00,25.05,69.89,900.12,2040,0.0,NaN
E7_MIX_10,10/12/2023,20:10:00,24.93,70.09,900.13,1992,0.0,NaN
E7_MIX_10,10/12/2023,20:15:00,24.99,69.85,900.05,1952,0.0,NaN
E7_MIX_10,10/12/2023,20:20:00,24.97,69.88,900.0,1976,0.0,NaN
E7_MIX_10,10/12/2023,20:25:00,24.92,70.18,900.17,1976,0.0,NaN
E7_MIX_10,10/12/2023,20:30:00,24.96,69.99,899.8,2045,0.0,NaN
E7_MIX_10,10/12/2023,20:35:00,25.09,70.11,900.15,2009,0.0,NaN
E7_MIX_10,10/12/2023,20:40:00,25.03,70.08,900.16,2010,0.0,NaN
E7_MIX_10,10/12/2023,20:45:00,24.98,69.88,899.82,2036,0.0,NaN
E7_MIX_10,10/12/2023,20:50:00,25.01,69.82,900.05,1961,0.0,NaN
E7_MIX_10,10/12/2023,20:55:00,25.01,70.18,899.89,2018,0.0,NaN
E7_MIX_10,10/12/2023,21:00:00,24.99,69.92,899.82,2030,0.0,NaN
E7_MIX_10,10/12/2023,21:05:00,25.02,69.88,899.99,1999,0.0,NaN
E7_MIX_10,10/12/2023,21:10:00,25.0,69.8,900.0,1998,0.0,NaN
E7_MIX_10,10/12/2023,21:15:00,25.0,69.9,900.03,1983,0.0,NaN
E7_MIX_10,10/12/2023,21:20:00,24.92,69.88,900.11,2015,0.0,NaN
E7_MIX_10,10/12/2023,21:25:00,24.92,69.99,899.84,1980,0.0,NaN
E7_MIX_10,10/12/2023,21:30:00,24.98,70.09,900.19,1979,0.0,NaN
E7_MIX_10,10/12/2023,21:35:00,24.97,70.18,900.2,2008,0.0,NaN
E7_MIX_10,10/12/2023,21:40:00,25.06,69.91,899.86,2017,0.0,NaN
E7_MIX_10,10/12/2023,21:45:00,24.95,69.97,899.9,2047,0.0,NaN
E7_MIX_10,10/12/2023,21:50:00,25.0,69.86,900.07,1983,0.0,NaN
E7_MIX_10,10/12/2023,21:55:00,25.04,70.02,899.97,2010,0.0,NaN
E7_MIX_10,10/12/2023,22:00:00,24.97,69.84,899.84,1986,0.0,NaN
E7_MIX_10,10/12/2023,22:05:00,24.91,69.95,899.98,1981,0.0,NaN
E7_MIX_10,10/12/2023,22:10:00,24.94,70.17,900.04,2025,0.0,NaN
E7_MIX_10,10/12/2023,22:15:00,25.05,70.19,900.12,1997,0.0,NaN
E7_MIX_10,10/12/2023,22:20:00,24.96,69.8,899.84,1954,0.0,NaN
E7_MIX_10,10/12/2023,22:25:00,24.94,69.95,899.82,2033,0.0,NaN
E7_MIX_10,10/12/2023,22:30:00,24.94,70.06,900.01,1987,0.0,NaN
E7_MIX_10,10/12/2023,22:35:00,24.92,69.98,899.81,2026,0.0,NaN
E7_MIX_10,10/12/2023,22:40:00,24.94,70.09,899.96,1991,0.0,NaN
E7_MIX_10,10/12/2023,22:45:00,25.03,70.01,899.93,2002,0.0,NaN
E7_MIX_10,10/12/2023,22:50:00,25.04,70.13,899.94,1981,0.0,NaN
E7_MIX_10,10/12/2023,22:55:00,25.04,69.9,899.83,1950,0.0,NaN
E7_MIX_10,10/12/2023,23:00:00,25.08,70.05,899.81,1987,0.0,NaN
E7_MIX_10,10/12/2023,23:05:00,25.07,69.96,900.14,1961,0.0,NaN
E7_MIX_10,10/12/2023,23:10:00,25.03,69.93,900.17,1977,0.0,NaN
E7_MIX_10,10/12/2023,23:15:00,24.97,69.97,900.04,2012,0.0,NaN
E7_MIX_10,10/12/2023,23:20:00,25.0,69.8,899.94,1964,0.0,NaN
E7_MIX_10,10/12/2023,23:25:00,25.04,69.8,900.11,2015,0.0,NaN
E7_MIX_10,10/12/2023,23:30:00,24.94,70.11,900.09,2024,0.0,NaN
E7_MIX_10,10/12/2023,23:35:00,24.99,69.95,900.07,1979,0.0,NaN
E7_MIX_10,10/12/2023,23:40:00,25.03,69.91,899.88,1985,0.0,NaN
E7_MIX_10,10/12/2023,23:45:00,24.93,69.87,900.0,2001,0.0,NaN
E7_MIX_10,10/12/2023,23:50:00,25.06,69.82,900.08,1960,0.0,NaN
E7_MIX_10,10/12/2023,23:55:00,24.95,69.95,900.02,1987,0.0,NaN
E7_MIX_10,10/13/2023,00:00:00,25.07,70.19,899.87,2001,0.0,NaN
E7_MIX_10,10/13/2023,00:05:00,25.03,70.15,900.12,1989,0.0,NaN
E7_MIX_10,10/13/2023,00:10:00,25.07,70.06,899.9,2023,0.0,NaN
E7_MIX_10,10/13/2023,00:15:00,25.04,70.04,900.08,2012,0.0,NaN
E7_MIX_10,10/13/2023,00:20:00,25.01,70.12,900.18,2023,0.0,NaN
E7_MIX_10,10/13/2023,00:25:00,25.01,69.98,900.1,1962,0.0,NaN
E7_MIX_10,10/13/2023,00:30:00,25.07,69.91,900.19,1963,0.0,NaN
E7_MIX_10,10/13/2023,00:35:00,25.1,70.12,899.98,1981,0.0,NaN
E7_MIX_10,10/13/2023,00:40:00,25.08,70.12,899.83,1994,0.0,NaN
E7_MIX_10,10/13/2023,00:45:00,25.04,70.01,900.04,2012,0.0,NaN
E7_MIX_10,10/13/2023,00:50:00,25.04,69.84,899.86,1986,0.0,NaN
E7_MIX_10,10/13/2023,00:55:00,25.08,69.96,899.83,1983,0.0,NaN
E7_MIX_10,10/13/2023,01:00:00,25.01,69.98,900.0,2014,0.0,NaN
E7_MIX_10,10/13/2023,01:05:00,25.04,69.96,900.17,2030,0.0,NaN
E7_MIX_10,10/13/2023,01:10:00,25.09,69.86,900.15,1980,0.0,NaN
E7_MIX_10,10/13/2023,01:15:00,25.01,70.2,900.2,1955,0.0,NaN
E7_MIX_10,10/13/2023,01:20:00,25.07,70.0,899.94,2038,0.0,NaN
E7_MIX_10,10/13/2023,01:25:00,25.09,70.1,899.82,2032,0.0,NaN
E7_MIX_10,10/13/2023,01:30:00,25.01,70.0,900.12,2026,0.0,NaN
E7_MIX_10,10/13/2023,01:35:00,25.09,69.84,900.16,1958,0.0,NaN
E7_MIX_10,10/13/2023,01:40:00,25.04,70.09,899.89,1980,0.0,NaN
E7_MIX_10,10/13/2023,01:45:00,25.01,69.91,899.91,2015,0.0,NaN
E7_MIX_10,10/13/2023,01:50:00,25.02,70.2,899.89,1955,0.0,NaN
E7_MIX_10,10/13/2023,01:55:00,25.08,69.88,899.97,1988,0.0,NaN
E7_MIX_10,10/13/2023,02:00:00,25.02,70.11,899.99,1981,0.0,NaN
E7_MIX_10,10/13/2023,02:05:00,25.04,70.12,899.98,1955,0.0,NaN
E7_MIX_10,10/13/2023,02:10:00,25.02,69.83,900.11,1991,0.0,NaN
E7_MIX_10,10/13/2023,02:15:00,25.08,69.88,899.99,2044,0.0,NaN
E7_MIX_10,10/13/2023,02:20:00,25.09,70.1,900.16,1992,0.0,NaN
E7_MIX_10,10/13/2023,02:25:00,25.06,69.8,900.16,2031,0.0,NaN
